id, name, terminalName, lat, long, installed, locked, installDate, removalDate, temporary, nbBikes, nbEmptyDocks, latestUpdateTime
286,"Bernard / Jeanne-Mance",6233,45.52429587282263,-73.60484719276428,true,false,1332979260000,,false,12,7,1335493185045
287,"Basile-Routhier / Chabanel",6917,45.549949,-73.647982,true,false,1334275740000,,false,13,2,1335495168516
288,"10e Avenue / Rosemont",6919,45.552649,-73.581185,true,false,,,false,2,9,1335494127791
289,"Boyer / Beaubien",6910,45.537041,-73.602026,true,false,1334438760000,,false,16,3,1335494802612
290,"Peel / Ottawa",6086,45.49427,-73.55979,true,false,1332960360000,,false,6,9,1335488421121
291,"Notre-Dame / de la Montagne ",6087,45.49302901258371,-73.56481790542603,true,false,1332960300000,,false,13,10,1335493206570
292,"Guy / Notre-Dame",6088,45.489951,-73.567091,true,false,1332791700000,,false,10,5,1335478589206
293,"Louis-Hémon / Beaubien",6277,45.54705,-73.59353,true,false,1333556520000,,false,13,2,1335482119100
294,"des Érables / Bélanger",6280,45.54925703514949,-73.60098749399185,true,false,1333556280000,,false,4,7,1335484139669
297,"Métro Charlevoix",10002,45.47822787309145,-73.56965124607086,true,false,1334013540000,,false,15,8,1335487078813
301,"des Seigneurs / Notre-Dame",6401,45.48767,-73.56895,true,false,1334013360000,,false,7,12,1335494392633
302,"Sir Georges Etienne Cartier/Notre-Dame",6402,45.474098,-73.587206,true,false,1334013420000,,false,5,10,1335486615489
303,"Georges-Vanier / Notre-Dame",6403,45.48501,-73.57178,true,false,1334013420000,,false,9,10,1335493768838
304,"Duvernay / Charlevoix",6404,45.48205,-73.57491,true,false,1334013540000,,false,4,15,1335476803783
305,"Quesnel / Vinet",6405,45.485889,-73.577514,true,false,1334013480000,,false,8,7,1335491163484
306,"Marché Atwater",6406,45.480359,-73.577102,true,false,1333746900000,,false,8,16,1335489996809
307,"Métro Lionel-Groulx",6407,45.484075,-73.577355,true,false,,,false,11,20,1335490792890
308,"Saint-Antoine / Canning (Metro George-Vanier)",6408,45.4891,-73.57656,true,false,1333746900000,,false,8,9,1335489444386
309,Stirling/Côte-Sainte-Catherine,6307,45.508553,-73.618172,true,false,1333483680000,,false,5,10,1335486836385
311,"IUGM - Institut universitaire de gériatrie",6309,45.491418,-73.622491,true,false,1333482840000,,false,10,7,1335473393239
312,"Darlington / Côte-Sainte-Catherine",6310,45.505514,-73.621215,true,false,1334569920000,,false,12,23,1335487959492
313,"Jean-Brillant /Côte-des-Neiges",6313,45.496131,-73.621616,true,false,1333482960000,,false,21,2,1335494553995
314,"Kent / Côte-Des-Neiges",6312,45.501302,-73.633161,true,false,1333482960000,,false,4,11,1335483389826
315,"Gatineau / Côte-Sainte-Catherine",6311,45.499365,-73.626611,true,false,1333583940000,,false,10,5,1335494011554
316,"Ellendale / Côte-Des-Neiges",6314,45.499594,-73.629363,true,false,,,false,18,0,1335480824367
317,"Lacombe / Côte-des-Neiges",6315,45.496988,-73.623354,true,false,,,false,15,4,1335495584306
318,"Parc Jean-Brillant",6316,45.497011,-73.618575,true,false,,,false,21,2,1335493952821
319,"Jardin Botanique",6383,45.555029,-73.554902,true,false,1333381740000,,false,10,7,1335478072754
320,"Valois / Sherbrooke",6385,45.550725,-73.555254,true,false,1333381860000,,false,9,10,1335489610612
321,"Métro Préfontaine",6386,45.541814,-73.554635,true,false,1333381980000,,false,6,17,1335494299346
322,"Métro Joliette",6387,45.546847,-73.551517,true,false,1333382100000,,false,2,21,1335489445878
323,"D'Orléans / Hochelaga",6388,45.550668,-73.549502,true,false,1333363620000,,false,1,9,1335485230383
324,"Boyer / Jean-Talon",6389,45.541484,-73.612441,true,false,1334439000000,,false,5,10,1335494452696
325,"Aylwin / Ontario",6391,45.544136,-73.545609,true,false,1333383000000,,false,10,5,1335491042178
327,"Ontario / Dézéry",6393,45.541031,-73.547134,true,false,1333383060000,,false,18,9,1335494463314
328,"Valois / Ontario",6394,45.547258,-73.543728,true,false,1333383060000,,false,20,3,1335494261320
329,"Pierre-de-Coubertin / Aird",6395,45.55896,-73.548687,true,false,1333395360000,,false,2,31,1335491455349
330,"Marché Maisonneuve",6397,45.553491,-73.53931,true,false,1333675860000,,false,10,13,1335495473456
331,"Desjardins / Ontario",6398,45.551207,-73.540866,true,false,1333382940000,,false,7,16,1335492182523
332,"Guizot / Saint-Laurent",6323,45.539964,-73.634319,true,false,1333482000000,,false,15,0,1335481690428
333,"Faillon / Saint-Denis",6327,45.540098,-73.619986,true,false,1333482120000,,false,13,2,1335494449891
334,"Gounod / Saint-Denis",6329,45.541791,-73.625894,true,false,1333482300000,,false,14,1,1335495571786
335,"De Gaspé / Jarry",6330,45.540627,-73.630089,true,false,1333482420000,,false,15,0,1335493377948
336,"Guizot / Saint-Denis",6331,45.543376,-73.632267,true,false,1333483020000,,false,12,3,1335494863852
337,"De Gaspé / De Liège",6332,45.542579,-73.636557,true,false,1333584120000,,false,7,8,1335492537339
338,"Foucher / Leman",6333,45.545987,-73.631562,true,false,1333584180000,,false,11,0,1335475448416
339,"Lajeunesse / Jarry",6334,45.543583,-73.6284,true,false,1333556160000,,false,7,8,1335494863852
340,"Du Rosaire / Saint-Hubert",6335,45.54467,-73.621581,true,false,1333584180000,,false,5,10,1335481351634
341,"Faillon / Saint-Hubert",6336,45.542892,-73.617822,true,false,1333747020000,,false,12,3,1335486185746
342,"Boyer / Jarry",6338,45.547283,-73.625377,true,false,1334439000000,,false,13,2,1335491103604
343,Harvard/Monkland,6339,45.4743,-73.6237,true,false,1333675740000,,false,15,0,1335493574250
344,"De La Roche / Everett",6340,45.544867,-73.614841,true,false,1333584060000,,false,9,6,1335482854330
345,"Regina / Verdun",6341,45.467369,-73.570769,true,false,1334013900000,,false,7,4,1335486779497
346,"Marquette / Villeray",6343,45.550551,-73.615021,true,false,1334315160000,,false,9,1,1335484640521
347,"Louis-Hémon / Villeray",6345,45.554931,-73.610711,true,false,1333584060000,,false,11,0,1335481719753
348,Valois/Ste-Catherine,6346,45.545409,-73.537669,true,false,1334341500000,,false,8,15,1335478762717
349,"Metro St-Michel",6347,45.559199,-73.599658,true,false,,,false,14,1,1335492724341
350,Ryde/Charlevoix,6349,45.4758,-73.5644,true,false,1334777580000,,false,2,9,1335485989446
351,Island/Centre,6350,45.4815,-73.5644,true,false,1334013600000,,false,9,5,1335486028214
